Timestamp,User,SessionTime,HR,RR,Range_m,RMS,Energy,PeakToPeak,IBI_Mean,IBI_STD,Skewness,Kurtosis,DominantFreq,SpectralCentroid,SpectralEntropy,PulseWidth,RiseTime,BandPower,SBP_Estimate,DBP_Estimate
2026-02-24 16:59:50.433049,data_collection_user,20.68,50.00,14.06,0.775,0.12302795991090079,6.054351567935285,1.4635484318813594,1.0342105263157892,0.2621031494313417,0.6140988217906481,15.081348324901143,0.8500000000000001,1.3218949383032617,3.4068146956522756,0.4835652131813285,0.1875,1119.2783646638013,130.7,79.3
2026-02-24 16:59:50.473739,data_collection_user,20.72,50.00,14.06,0.775,0.12401221616997296,6.15161190375524,1.4593153396750624,0.9824999999999999,0.30177599308096065,0.6478505690103596,14.45636674159504,0.9500000000000001,1.3196558386293071,3.3852377086853425,0.46050655999329804,0.190625,1148.656963303277,130.7,79.3
2026-02-24 16:59:50.533717,data_collection_user,20.78,50.00,14.06,0.775,0.1253453446727783,6.2845821724550355,1.4572419731205484,1.0342105263157895,0.2508158433146075,0.6835379648992056,13.811622810456793,0.9500000000000001,1.31369420225132,3.3485448479199533,0.48124218739758035,0.190625,1185.0402280463486,130.7,79.3
2026-02-24 16:59:50.579815,data_collection_user,20.83,50.00,14.06,0.775,0.12686944234729355,6.4383421606052975,1.4578545046394478,1.0342105263157892,0.2460491134001221,0.7158502405926239,13.238023483564582,0.9500000000000001,1.3046111133331335,3.3035494472691274,0.47854296621252734,0.190625,1224.8516936522674,130.7,79.3
2026-02-24 16:59:50.623587,data_collection_user,20.87,50.00,14.06,0.775,0.12841446187925412,6.596109607895364,1.4609072148310323,1.0342105263157895,0.24281931314573207,0.741725828154948,12.780276708838757,0.9500000000000001,1.2937016459692998,3.2580370270341823,0.4762008061417339,0.18823529411764706,1263.8837431312497,130.7,79.3
2026-02-24 16:59:50.678442,data_collection_user,20.93,50.00,14.06,0.775,0.12985264234320737,6.7446834894051735,1.465653690209511,1.0342105263157892,0.23954596942579526,0.7607552018692384,12.441260375521853,0.9500000000000001,1.2823302632350153,3.2188041177293045,0.4744726417510222,0.19117647058823528,1298.6566910644508,130.7,79.3
2026-02-24 16:59:50.727861,data_collection_user,20.98,50.00,14.06,0.775,0.13111146690117678,6.87608670119135,1.47127263366163,1.0342105263157895,0.23678361850951563,0.7739473680908856,12.204270024906139,0.9500000000000001,1.2715146475206727,3.19261715695534,0.47322020030565015,0.19117647058823528,1326.9329465467592,130.7,79.3
2026-02-24 16:59:50.821445,data_collection_user,21.07,50.00,14.06,0.775,0.13215046449558968,6.985498106560042,1.4771370902842018,1.0342105263157895,0.23455031531744414,0.7823773369124439,12.053111268917558,0.9500000000000001,1.2618718454581301,3.1772749351386658,0.4721042321419562,0.18823529411764706,1347.449738660678,130.7,79.3
2026-02-24 16:59:50.873348,data_collection_user,21.12,50.00,14.06,0.775,0.13293433868259155,7.068615360391184,1.4828415048805832,1.0342105263157895,0.23342565117407038,0.7865566048091002,11.980292194633908,0.8500000000000001,1.253755679729753,3.1691711037002643,0.47123130179412814,0.18823529411764706,1359.52138010587,130.8,79.4
2026-02-24 16:59:50.884318,data_collection_user,21.13,50.00,14.06,0.775,0.13343062638694653,7.1214928232051635,1.488106301338831,1.0342105263157892,0.2339886589575991,0.7865979347032577,11.98368024203139,0.8500000000000001,1.247364451777412,3.1682161159677564,0.4703083740152768,0.18823529411764706,1363.0208273391534,130.8,79.4
2026-02-24 16:59:50.927094,data_collection_user,21.18,50.00,14.06,0.775,0.13362378861255908,7.142126753269551,1.492717696576721,1.0342105263157895,0.23455031531744414,0.782640019334498,12.060640908055602,0.8500000000000001,1.242776869231929,3.1743472563850594,0.46949878248375765,0.18529411764705883,1358.5098589583797,130.8,79.4
2026-02-24 16:59:50.984569,data_collection_user,21.23,50.00,14.06,0.775,0.1335219740649893,7.13124702328467,1.4965206907256299,1.0342105263157895,0.23566961239198014,0.7750657319196377,12.20605662050415,0.8500000000000001,1.2399938776267787,3.1862100632541392,0.4686639274558223,0.18823529411764706,1347.0914172156536,130.8,79.4
2026-02-24 16:59:51.029237,data_collection_user,21.28,50.00,14.06,0.775,0.1331541833803285,7.09201462067286,1.4994129138681076,1.0342105263157895,0.23789240799977943,0.7645301890567685,12.412279794621709,0.8500000000000001,1.2389851370976253,3.2020358598111107,0.4674507983585821,0.18823529411764706,1330.096246268222,130.8,79.4
2026-02-24 16:59:51.072731,data_collection_user,21.32,50.00,14.06,0.775,0.13256582706734393,7.029479402419576,1.5013352363985768,1.0342105263157895,0.24118819447136,0.7519217936663026,12.668564072708639,0.8500000000000001,1.2396936567369468,3.222047222432814,0.46606365734161204,0.18529411764705883,1308.896918258093,130.8,79.4
2026-02-24 16:59:51.128168,data_collection_user,21.38,50.00,14.06,0.775,0.13181364963186384,6.949935291708703,1.5022730127211603,1.0342105263157892,0.2444395477838552,0.7382647926772727,12.960686180646361,0.8500000000000001,1.2420053075376183,3.2443836187289707,0.46419439549631125,0.18823529411764706,1284.896880134355,130.9,79.4
2026-02-24 16:59:51.179004,data_collection_user,21.43,50.00,11.72,0.775,0.1309597837007983,6.86018597878395,1.5022643292264648,1.0342105263157892,0.2481789632179438,0.7245820513800899,13.271482245388835,0.8500000000000001,1.2457134997888288,3.268356573807674,0.46191849765370013,0.18823529411764706,1259.6070878357746,130.3,79.1
2026-02-24 16:59:51.222455,data_collection_user,21.47,50.00,11.72,0.775,0.13006622252192696,6.766888896449366,1.5014054230384026,1.0342105263157895,0.25394395961715405,0.711766610228255,13.58213569209726,0.8500000000000001,1.2505020317558568,3.2914879662764744,0.4588428080307681,0.18823529411764706,1234.693784639991,130.3,79.1
2026-02-24 16:59:51.282319,data_collection_user,21.53,50.00,11.72,0.775,0.129190539153006,6.676078162657749,1.499846423213302,1.0342105263157895,0.2605927613300449,0.7004979942683424,13.873811728264059,0.8500000000000001,1.2559593667057645,3.31054242987163,0.45390339597264584,0.18823529411764706,1211.899898813784,130.3,79.1
2026-02-24 16:59:51.328028,data_collection_user,21.58,50.00,11.72,0.775,0.12838301779174527,6.592879702926233,1.4977763824713524,0.9824999999999999,0.34830841218667113,0.6912149156026456,14.129231864592676,0.8500000000000001,1.2616226940589799,3.3252991071007783,0.42868907129368683,0.18529411764705883,1192.8256091814278,130.3,79.1
2026-02-24 16:59:51.372882,data_collection_user,21.62,50.00,11.72,0.775,0.12768484234463837,6.521367585830062,1.495401678496505,0.9824999999999999,0.33699962907991454,0.6841319615988353,14.333996262029704,0.8500000000000001,1.2670373561123764,3.3350196736782105,0.4369251330330128,0.190625,1178.6507206854487,130.3,79.1
2026-02-24 16:59:51.425678,data_collection_user,21.67,50.00,11.72,0.775,0.12712682706133588,6.464492063473119,1.492924004852851,0.9824999999999999,0.33025558284455997,0.6792759682289156,14.477688987634348,0.8500000000000001,1.2718124742879875,3.3399150903082755,0.44095513277883513,0.1823529411764706,1169.932704847158,130.3,79.1
2026-02-24 16:59:51.476224,data_collection_user,21.73,50.00,11.72,0.775,0.1267283765370169,6.424032567883174,1.4905231029743238,1.0342105263157895,0.27580152645418743,0.6765219598252372,14.554833951397523,0.8500000000000001,1.2756580736338654,3.3398487135587,0.46158329301834355,0.18529411764705883,1166.585569873547,130.3,79.1
2026-02-24 16:59:51.525273,data_collection_user,21.77,50.00,11.72,0.775,0.12649673947900297,6.4005700395275,1.4883464626716456,1.0342105263157897,0.26903953513962225,0.6756222759961805,14.565591156188276,0.9500000000000001,1.2783988607641257,3.3361658368651925,0.4640671221226914,0.18529411764705883,1168.0496984467104,130.3,79.1
2026-02-24 16:59:51.580915,data_collection_user,21.83,50.00,11.72,0.775,0.12642691300641556,6.393505732932708,1.4865052961876741,1.0342105263157897,0.26109719483815713,0.6762344109210998,14.515891038721922,0.9500000000000001,1.2799690623483013,3.327115996935093,0.46558641924993305,0.18823529411764706,1173.5578233361925,130.3,79.1
