Timestamp,User,SessionTime,HR,RR,Range_m,RMS,Energy,PeakToPeak,IBI_Mean,IBI_STD,Skewness,Kurtosis,DominantFreq,SpectralCentroid,SpectralEntropy,PulseWidth,RiseTime,BandPower,SBP_Estimate,DBP_Estimate,ReliabilityScore
2026-02-26 14:15:03.543867,data_collection_user,5.08,109.09,7.03,0.420,0.15925958516677963,2.536361546749473,0.9174915515033434,0.85,0.20976176963403032,-0.3348785960460074,1.8718611764902873,1.2000000000000002,1.260303834694807,1.9583457473909882,0.34438579949783066,0.1625,122.25112628779239,149.1,90.5,90
2026-02-26 14:15:03.591517,data_collection_user,5.13,109.09,7.03,0.420,0.1592661146710735,2.561935223524373,0.9173608087393412,0.86,0.19078784028338913,-0.31804144591514616,1.820534520199483,1.188118811881188,1.2676407839871224,1.8732125980224825,0.3517964325028735,0.16666666666666666,108.01282943680751,149.1,90.5,90
2026-02-26 14:15:03.647526,data_collection_user,5.18,109.09,7.03,0.420,0.15898500728330558,2.5781757191690184,0.916279262481019,0.8699999999999999,0.17204650534085253,-0.2972563160847125,1.7916599049685535,1.176470588235294,1.271180862806607,1.776568766148921,0.37042199485544386,0.1625,110.09107051049726,149.1,90.5,90
2026-02-26 14:15:03.691362,data_collection_user,5.23,109.09,7.03,0.420,0.15818475078825137,2.5773087843399427,0.9143618454128037,0.8800000000000001,0.12489995996796796,-0.2835885572976261,1.7978644506109411,1.1650485436893203,1.2703250339362482,1.6854020079688685,0.3818337691888052,0.18,111.64025222133155,149.1,90.5,90
2026-02-26 14:15:03.736939,data_collection_user,5.27,109.09,7.03,0.420,0.1569179219365796,2.5608163593890274,0.9119044635126663,0.8799999999999999,0.15684387141358125,-0.2803921321070431,1.8349293031090532,1.1538461538461537,1.2682793128588505,1.6180720894738003,0.38228409789157675,0.1875,113.27614357907991,149.1,90.5,90
2026-02-26 14:15:03.797844,data_collection_user,5.33,109.09,7.03,0.420,0.15536631059019002,2.534562498972776,0.9093305904717808,0.8899999999999999,0.14628738838327796,-0.28515686222084335,1.8975697690060027,1.1428571428571428,1.2660819133128047,1.5826413652866278,0.3847921269243308,0.19,114.16443317647857,149.1,90.5,90
2026-02-26 14:15:03.843221,data_collection_user,5.38,109.09,7.03,0.420,0.15370857882983843,2.504390683824198,0.90708607236815,0.9,0.13784048752090225,-0.29425011366062065,1.9815935135317435,1.1320754716981132,1.2652275687545447,1.5828923647132374,0.3884205182968439,0.19,114.92873038190726,149.1,90.5,90
2026-02-26 14:15:03.889531,data_collection_user,5.42,109.09,7.03,0.420,0.15210512752064706,2.4755487705337362,0.9055414964331194,0.9099999999999999,0.15297058540778352,-0.30416278887565634,2.079740612743806,1.1214953271028036,1.2652738642551518,1.6175344700353749,0.39069891697272296,0.19,115.70770742949269,149.1,90.5,90
2026-02-26 14:15:03.945583,data_collection_user,5.48,109.09,7.03,0.420,0.15069284599634422,2.4525000541236146,0.9049281916340884,0.9299999999999999,0.14352700094407322,-0.311562876915629,2.180475361365028,1.1111111111111112,1.2668213235171077,1.6815119186139513,0.38666821150159814,0.19,116.59913496985996,149.1,90.5,90
2026-02-26 14:15:03.991261,data_collection_user,5.53,109.09,7.03,0.420,0.1495355921410746,2.437337371551017,0.9052833221400045,0.9399999999999998,0.142828568570857,-0.31467258918110524,2.2735331411980226,1.1009174311926604,1.2686650607697958,1.7611018229820146,0.3798591021218557,0.1875,117.61929781714926,149.1,90.5,90
2026-02-26 14:15:04.036451,data_collection_user,5.57,109.09,7.03,0.420,0.1486005941109983,2.4290350227155826,0.9064154751477088,0.7916666666666666,0.26990224567836074,-0.31401228192109765,2.3558107512197957,1.0909090909090908,1.2702754310563797,1.8399108394607342,0.34246324623849694,0.1875,118.70032233060527,149.1,90.5,90
2026-02-26 14:15:04.096724,data_collection_user,5.63,109.09,7.03,0.420,0.14780366370956766,2.4248974536627768,0.9079486553580162,0.7999999999999999,0.2581988897471611,-0.31116280190508255,2.4293803696198415,1.081081081081081,1.2704022909457233,1.9047548646694747,0.34611802744468334,0.1875,119.78195281457474,149.1,90.5,90
2026-02-26 14:15:04.141631,data_collection_user,5.68,109.09,7.03,0.420,0.1470728040869914,2.422605886625182,0.9094649207841506,0.8083333333333332,0.23169064624096403,-0.307446805103757,2.4955470923078353,1.0714285714285712,1.2698212017857995,1.9510457854500811,0.3489883553118386,0.1875,121.51596943228104,149.1,90.5,90
2026-02-26 14:15:04.186644,data_collection_user,5.72,109.09,7.03,0.420,0.14637883344555644,2.4212242055396604,0.9106788829265171,0.8166666666666665,0.2211083193570266,-0.30384011779852793,2.552717287635411,1.0619469026548671,1.2686800404251661,1.978132217347715,0.35219562233424884,0.1875,123.07016310624768,149.1,90.5,90
2026-02-26 14:15:04.247045,data_collection_user,5.78,109.09,7.03,0.420,0.14573583692182054,2.4212384946165955,0.9115372125650509,0.8249999999999998,0.21164041832000485,-0.30105536575789976,2.5976136437991624,1.0526315789473684,1.2681171229308879,1.9895784667140877,0.35594388158323625,0.18,125.00843545129003,149.1,90.5,90
2026-02-26 14:15:04.291343,data_collection_user,5.83,109.09,7.03,0.420,0.14518364177834037,2.424003331602468,0.9121816404042393,0.8333333333333334,0.20344259359556166,-0.29906089785730955,2.6269776868555432,1.0434782608695652,1.26769060610242,1.98961219440328,0.35663686530889904,0.17500000000000002,127.40183508083884,149.1,90.5,90
2026-02-26 14:15:04.337710,data_collection_user,5.87,109.09,7.03,0.420,0.14474963770070692,2.430485083280366,0.9128064932740038,0.8416666666666667,0.19667372868676575,-0.29689877684136123,2.640419737799828,1.206896551724138,1.2677038245754453,1.9829248540128148,0.3560830213924456,0.17500000000000002,130.17433854304974,149.1,90.5,90
2026-02-26 14:15:04.398805,data_collection_user,5.93,109.09,7.03,0.420,0.1444071769002082,2.439851630613699,0.9135123658547171,0.85,0.1632993161855452,-0.2934323763276193,2.6436380651861384,1.1965811965811963,1.2673721668217208,1.9706119166914189,0.3517880978812728,0.16666666666666666,133.1002586682455,149.1,90.5,90
2026-02-26 14:15:04.445578,data_collection_user,5.98,109.09,7.03,0.420,0.14407174128338365,2.4492866630982957,0.914252997120161,0.8583333333333333,0.15920810978785666,-0.28827579329895325,2.647758405434028,1.1864406779661016,1.266978232042562,1.9542713122817463,0.3505191623043479,0.16666666666666666,135.8760328127074,149.1,90.5,90
2026-02-26 14:15:04.490629,data_collection_user,6.02,109.09,7.03,0.420,0.14364645698240683,2.4554822478282166,0.9148943520259211,0.8666666666666666,0.15723301886761004,-0.28197069614382453,2.6638666153281045,1.176470588235294,1.2661290871399646,1.9356329643454158,0.3507522411065209,0.16666666666666666,138.2469871952983,149.1,90.5,90
2026-02-26 14:15:04.554750,data_collection_user,6.09,109.09,7.03,0.420,0.14307559416595025,2.4564750775127635,0.9153183772144787,0.875,0.15745369689742653,-0.27547428335491775,2.697705125730315,1.1666666666666665,1.2653653460114147,1.918757108051201,0.35161938716089725,0.16666666666666666,140.71755160134686,149.1,90.5,90
2026-02-26 14:15:04.596172,data_collection_user,6.13,109.09,7.03,0.420,0.14236143660324493,2.452280214440507,0.9154857438384312,0.8833333333333333,0.15986105077709065,-0.26958765947327606,2.74869846378105,1.1570247933884297,1.264483658838483,1.9069212882091655,0.35321458281649853,0.16999999999999998,142.2880534966456,149.1,90.5,50
2026-02-26 14:15:04.651407,data_collection_user,6.19,109.09,7.03,0.420,0.14154370198759944,2.4442235878272323,0.9154293067501045,0.8916666666666666,0.1643590243609668,-0.26468681292212665,2.8124689388857185,1.1475409836065573,1.2640166962510486,1.9015395937929482,0.3555109095114337,0.16999999999999998,143.513445019344,149.1,90.5,50
2026-02-26 14:15:04.701471,data_collection_user,6.24,109.09,7.03,0.420,0.14066831413478745,2.433871675987359,0.9152102711238311,0.8999999999999999,0.1707825127659933,-0.2607545488012354,2.8840656064618235,1.1382113821138211,1.2636953291555348,1.900706846145686,0.3578656212993567,0.18,144.50736446483464,149.1,90.5,50
